contract_sk,contract_id,adviser_sk,client_sk,product_sk,signing_date_sk,contract_value,commission,premium_monthly,duration_months,status
8951,C-0008951,45,650,15,20200312,173615.0,3240.62,,24,Active
8952,C-0008952,32,311,18,20200428,697385.22,7336.03,2324.62,300,Active
8953,C-0008953,36,832,12,20230530,216638.98,4900.3,,60,Active
8954,C-0008954,8,389,15,20251223,137598.97,3061.89,,60,Active
8955,C-0008955,36,269,9,20200103,123493.56,4944.96,411.65,300,Active
8956,C-0008956,37,1154,14,20231015,54755.6,1146.47,,60,Active
8957,C-0008957,16,821,15,20230405,78900.37,1856.98,,120,Completed
8958,C-0008958,36,734,1,20200122,183983.84,7600.8,511.07,360,Active
8959,C-0008959,4,528,3,20210608,328490.36,18930.37,912.47,360,Active
8960,C-0008960,25,13,1,20200127,53558.43,3053.34,892.64,60,Active
8961,C-0008961,49,1110,18,20220331,246996.52,2638.22,1372.2,180,Completed
8962,C-0008962,5,565,10,20260529,118987.05,4436.64,495.78,240,Cancelled
8963,C-0008963,27,58,15,20200908,236728.63,4358.87,,60,Active
8964,C-0008964,41,1048,7,20261015,32102.99,1211.67,89.17,360,Cancelled
8965,C-0008965,46,750,13,20210117,149903.7,3233.41,,24,Active
8966,C-0008966,4,534,14,20250428,190596.43,3954.07,,60,Active
8967,C-0008967,48,1383,19,20241223,753054.27,6088.67,2091.82,360,Active
8968,C-0008968,40,1177,8,20230727,138572.08,6197.1,384.92,360,Active
8969,C-0008969,19,630,17,20260325,609424.98,5450.32,5078.54,120,Active
8970,C-0008970,22,1211,10,20220627,124885.2,4619.71,1040.71,120,Active
8971,C-0008971,10,1197,5,20250507,85758.11,3785.25,476.43,180,Active
8972,C-0008972,10,1104,17,20220902,212318.72,2525.79,884.66,240,Completed
8973,C-0008973,34,459,5,20220510,19301.24,630.9,53.61,360,Active
8974,C-0008974,34,47,7,20240710,31588.01,1424.14,175.49,180,Active
8975,C-0008975,19,429,3,20250725,322085.17,16167.14,2684.04,120,Active
8976,C-0008976,26,668,11,20260423,154388.67,3093.1,,120,Active
8977,C-0008977,28,16,8,20231022,92806.32,3367.12,257.8,360,Active
8978,C-0008978,42,1253,5,20201006,147553.31,5650.19,819.74,180,Completed
8979,C-0008979,26,1220,8,20250814,127171.55,4714.28,423.91,300,Active
8980,C-0008980,35,127,4,20210923,196667.7,8502.46,3277.8,60,Active
8981,C-0008981,14,972,20,20210510,490061.26,5458.5,1633.54,300,Active
8982,C-0008982,35,990,2,20261103,56554.75,3273.78,471.29,120,Active
8983,C-0008983,21,564,18,20231029,654734.47,5481.5,2182.45,300,Active
8984,C-0008984,20,593,1,20200507,155799.25,8021.95,519.33,300,Active
8985,C-0008985,34,1046,6,20210125,54601.6,2028.12,182.01,300,Completed
8986,C-0008986,12,321,7,20260121,146553.78,6999.47,2442.56,60,Active
8987,C-0008987,25,618,8,20200417,70645.97,3196.99,196.24,360,Completed
8988,C-0008988,7,856,8,20211210,34144.3,1464.62,569.07,60,Completed
8989,C-0008989,50,853,15,20260717,136689.15,2581.94,,12,Active
8990,C-0008990,27,724,8,20230717,33708.35,1115.92,112.36,300,Active
8991,C-0008991,5,592,1,20221021,69635.82,4015.72,193.43,360,Active
8992,C-0008992,12,342,4,20260212,234276.7,12960.44,1952.31,120,Active
8993,C-0008993,48,649,13,20260107,233675.45,3864.18,,24,Active
8994,C-0008994,50,906,3,20231213,186309.1,9695.32,621.03,300,Active
8995,C-0008995,28,376,10,20201224,72581.48,3136.68,1209.69,60,Completed
8996,C-0008996,23,1252,2,20200716,48871.63,2396.3,203.63,240,Active
8997,C-0008997,12,408,18,20251205,551485.33,4494.05,1838.28,300,Completed
8998,C-0008998,46,575,8,20230524,64271.7,2074.27,357.06,180,Active
8999,C-0008999,36,1264,1,20220830,179391.9,7359.29,996.62,180,Active
9000,C-0009000,16,145,16,20250212,53011.14,1207.18,,120,Active
9001,C-0009001,6,1056,11,20241211,148966.37,3411.48,,24,Active
9002,C-0009002,20,1402,1,20211013,61772.92,3648.36,171.59,360,Active
9003,C-0009003,36,30,13,20210915,152857.17,2948.78,,24,Active
9004,C-0009004,22,461,18,20201106,568416.59,5924.42,1894.72,300,Active
9005,C-0009005,20,496,5,20231211,146350.49,6147.73,406.53,360,Cancelled
9006,C-0009006,27,722,4,20211209,345676.9,14526.9,960.21,360,Active
9007,C-0009007,47,648,18,20250805,116659.91,996.09,388.87,300,Active
9008,C-0009008,4,920,16,20210204,154115.63,3082.88,,60,Active
9009,C-0009009,50,450,20,20250709,233016.54,2457.29,647.27,360,Active
9010,C-0009010,10,28,2,20220331,328286.89,18189.86,2735.72,120,Completed
9011,C-0009011,8,424,17,20211001,297794.48,3322.83,992.65,300,Active
9012,C-0009012,10,458,11,20210105,206121.19,4034.94,,36,Active
9013,C-0009013,38,846,2,20210318,99728.86,4299.27,1662.15,60,Completed
9014,C-0009014,5,497,2,20200429,275348.14,13062.86,1529.71,180,Active
9015,C-0009015,21,369,19,20250625,534603.42,6032.24,1782.01,300,Active
9016,C-0009016,2,973,14,20200221,74106.21,1548.99,,60,Active
9017,C-0009017,9,994,13,20260413,45290.56,853.62,,36,Active
9018,C-0009018,25,994,4,20220628,171777.06,10044.23,572.59,300,Active
9019,C-0009019,17,661,10,20211105,21623.12,888.45,360.39,60,Active
9020,C-0009020,38,301,14,20240405,81902.66,1781.44,,60,Active
9021,C-0009021,28,152,20,20260701,451252.64,4308.74,1880.22,240,Active
9022,C-0009022,1,898,17,20211119,707928.52,6920.87,11798.81,60,Completed
9023,C-0009023,6,1128,18,20200410,525045.57,4227.0,2187.69,240,Completed
9024,C-0009024,34,650,7,20210420,21656.04,821.07,90.23,240,Cancelled
9025,C-0009025,45,526,14,20250220,50457.81,1057.36,,24,Active
9026,C-0009026,22,628,12,20230313,225963.14,3667.5,,60,Cancelled
9027,C-0009027,44,494,17,20240510,504190.29,5641.8,2801.06,180,Active
9028,C-0009028,21,274,16,20220327,236154.43,5559.02,,12,Active
9029,C-0009029,8,331,1,20200103,208939.25,9593.53,1741.16,120,Active
9030,C-0009030,1,218,16,20220210,186346.13,4171.31,,12,Active
9031,C-0009031,7,591,8,20201208,30646.92,1044.96,102.16,300,Cancelled
9032,C-0009032,50,1173,9,20220419,114112.49,4541.65,950.94,120,Active
9033,C-0009033,37,623,7,20221115,7163.75,284.65,19.9,360,Active
9034,C-0009034,19,1224,1,20200508,112612.59,5248.58,312.81,360,Active
9035,C-0009035,27,73,8,20260508,147137.48,5290.17,1226.15,120,Active
9036,C-0009036,13,182,16,20200630,38767.53,856.07,,60,Completed
9037,C-0009037,16,1030,14,20251206,123426.49,2930.55,,24,Active
9038,C-0009038,50,772,5,20260114,63734.64,3005.17,1062.24,60,Active
9039,C-0009039,38,897,7,20250904,9989.58,445.96,83.25,120,Completed
9040,C-0009040,1,1500,9,20220624,27858.39,985.6,154.77,180,Completed
9041,C-0009041,44,1066,12,20210728,94375.75,1761.16,,60,Cancelled
9042,C-0009042,40,138,6,20210219,93309.17,3849.38,259.19,360,Completed
9043,C-0009043,6,960,1,20230417,251254.92,10392.51,837.52,300,Active
9044,C-0009044,34,1324,19,20260924,690366.51,6975.54,2876.53,240,Active
9045,C-0009045,45,1149,19,20230124,335233.84,3347.43,1862.41,180,Active
9046,C-0009046,50,580,4,20261216,78740.25,4269.67,328.08,240,Active
9047,C-0009047,20,439,4,20260820,151304.47,7194.82,630.44,240,Completed
9048,C-0009048,38,377,16,20220119,223308.88,4173.02,,120,Active
9049,C-0009049,37,29,7,20250626,26091.34,1059.81,434.86,60,Cancelled
9050,C-0009050,47,563,20,20220321,580513.74,5460.92,3225.08,180,Cancelled
9051,C-0009051,7,1430,11,20250115,43172.91,781.81,,60,Active
9052,C-0009052,31,1485,19,20220808,158661.62,1337.59,881.45,180,Active
9053,C-0009053,17,658,2,20211216,389419.59,17619.64,1622.58,240,Active
9054,C-0009054,31,654,6,20200910,88373.2,3164.24,736.44,120,Completed
9055,C-0009055,28,459,9,20210513,70379.03,2897.28,586.49,120,Active
9056,C-0009056,48,1243,2,20260119,247641.14,10506.11,2063.68,120,Cancelled
9057,C-0009057,10,902,3,20250115,278078.95,12149.21,2317.32,120,Cancelled
9058,C-0009058,25,1430,4,20200804,153426.47,6917.91,1278.55,120,Cancelled
9059,C-0009059,12,323,18,20210901,625836.72,6193.15,3476.87,180,Active
9060,C-0009060,14,351,17,20240513,251094.32,2096.68,697.48,360,Active
9061,C-0009061,44,907,1,20251224,95932.98,5604.13,1598.88,60,Active
9062,C-0009062,21,469,18,20260825,165417.16,1870.33,918.98,180,Active
9063,C-0009063,40,952,15,20210429,239047.22,4334.83,,12,Active
9064,C-0009064,35,885,18,20220113,712146.3,6592.49,2373.82,300,Completed
9065,C-0009065,40,650,17,20201113,277205.45,3172.74,1155.02,240,Active
9066,C-0009066,48,1106,3,20250911,205232.23,12021.76,1140.18,180,Active
9067,C-0009067,11,1347,20,20240415,204058.15,2205.33,1133.66,180,Completed
9068,C-0009068,8,85,2,20201218,105308.41,6003.86,438.79,240,Active
9069,C-0009069,2,594,4,20241224,379333.0,18890.08,2107.41,180,Active
9070,C-0009070,26,278,16,20201028,59082.67,1086.77,,12,Active
9071,C-0009071,41,990,1,20250519,68793.25,3439.08,573.28,120,Active
9072,C-0009072,31,266,3,20240119,178170.88,7937.47,2969.51,60,Active
9073,C-0009073,35,230,3,20240127,369166.01,20899.28,1538.19,240,Active
9074,C-0009074,5,1406,16,20221026,109699.32,2517.55,,36,Cancelled
9075,C-0009075,48,1073,2,20231016,173945.05,8864.77,579.82,300,Active
9076,C-0009076,4,559,10,20250218,43538.76,1488.1,241.88,180,Active
9077,C-0009077,37,867,17,20231130,382824.38,4367.52,3190.2,120,Cancelled
9078,C-0009078,12,1011,10,20260331,50845.28,1767.09,282.47,180,Active
9079,C-0009079,23,756,15,20210316,235295.33,4211.63,,12,Completed
9080,C-0009080,12,182,3,20200720,284179.19,16083.26,2368.16,120,Active
9081,C-0009081,26,49,18,20251208,766737.91,7829.3,2555.79,300,Active
9082,C-0009082,23,854,10,20250325,52244.31,2474.86,145.12,360,Active
9083,C-0009083,37,1136,16,20210414,17719.3,324.47,,60,Cancelled
9084,C-0009084,14,737,8,20240424,48896.38,2203.7,407.47,120,Active
9085,C-0009085,23,278,17,20220612,547058.72,4401.79,9117.65,60,Completed
9086,C-0009086,22,1094,13,20260812,47133.74,1101.35,,24,Active
9087,C-0009087,1,1453,17,20231103,228724.26,1889.41,1270.69,180,Cancelled
9088,C-0009088,25,1295,17,20250625,427068.24,3681.25,7117.8,60,Active
9089,C-0009089,35,767,6,20230308,14945.23,652.64,124.54,120,Active
9090,C-0009090,8,1322,6,20240924,146604.35,4748.88,2443.41,60,Completed
9091,C-0009091,44,1423,14,20240903,139318.08,2614.05,,24,Active
9092,C-0009092,11,1472,10,20210511,147227.56,6546.3,2453.79,60,Active
9093,C-0009093,45,520,12,20241009,41678.23,773.23,,120,Active
9094,C-0009094,46,1057,8,20220225,121255.13,4296.35,336.82,360,Active
9095,C-0009095,44,1070,10,20251212,89565.84,2967.53,248.79,360,Active
9096,C-0009096,31,1430,11,20200511,110036.76,1930.93,,120,Active
9097,C-0009097,45,14,16,20220112,162221.99,3778.18,,12,Active
9098,C-0009098,26,1061,5,20260819,51461.21,2104.95,214.42,240,Active
9099,C-0009099,6,918,7,20260624,40415.29,1810.16,168.4,240,Active
9100,C-0009100,42,1262,12,20250724,49680.56,1122.38,,36,Active
9101,C-0009101,35,1259,9,20260728,112467.19,4435.02,937.23,120,Active
9102,C-0009102,5,609,1,20200101,255934.86,10948.16,1066.4,240,Active
9103,C-0009103,38,1019,10,20240318,120126.38,5618.11,2002.11,60,Active
9104,C-0009104,23,922,16,20250327,60514.15,1021.44,,120,Active
9105,C-0009105,11,1329,12,20200330,42008.6,710.59,,36,Cancelled
9106,C-0009106,11,1407,3,20251028,62135.13,3128.27,207.12,300,Active
9107,C-0009107,9,172,9,20250214,96409.78,4534.67,535.61,180,Cancelled
9108,C-0009108,41,638,5,20250704,21312.6,956.95,118.4,180,Active
9109,C-0009109,35,1166,8,20240910,86496.39,3806.64,240.27,360,Active
9110,C-0009110,7,957,15,20230410,244195.08,5680.44,,12,Completed
9111,C-0009111,15,403,20,20230410,550376.59,5923.03,3057.65,180,Active
9112,C-0009112,44,1071,20,20250825,543651.41,5173.74,1812.17,300,Active
9113,C-0009113,30,514,11,20230104,229979.65,5321.7,,24,Active
9114,C-0009114,12,153,19,20240215,138902.96,1284.6,771.68,180,Completed
9115,C-0009115,39,563,6,20200129,62355.9,2119.4,346.42,180,Completed
9116,C-0009116,2,897,14,20210923,202970.71,4071.3,,24,Cancelled
9117,C-0009117,34,1445,14,20211012,13881.04,304.69,,120,Active
9118,C-0009118,27,553,16,20211021,197635.83,3853.19,,36,Completed
9119,C-0009119,15,506,5,20211009,50395.9,1886.67,167.99,300,Completed
9120,C-0009120,4,11,13,20201117,142813.89,2637.28,,120,Cancelled
9121,C-0009121,13,142,20,20241216,410284.13,3732.69,2279.36,180,Active
9122,C-0009122,30,273,12,20241022,172599.23,3612.54,,120,Active
9123,C-0009123,47,251,9,20260406,23511.84,833.68,130.62,180,Active
9124,C-0009124,35,48,8,20210908,46693.81,2182.3,129.71,360,Active
9125,C-0009125,26,979,13,20220629,217126.63,4880.13,,120,Cancelled
9126,C-0009126,44,539,3,20220829,165451.51,8632.61,1378.76,120,Completed
9127,C-0009127,6,771,8,20260918,39093.53,1553.93,162.89,240,Active
9128,C-0009128,10,305,9,20220513,80905.8,3607.64,337.11,240,Active
9129,C-0009129,14,368,11,20220225,121266.61,2443.07,,36,Active
9130,C-0009130,45,1074,13,20200115,214203.86,4464.63,,12,Active
9131,C-0009131,44,1285,9,20240328,29928.76,1328.34,498.81,60,Active
9132,C-0009132,41,529,13,20240115,15193.91,328.85,,120,Completed
9133,C-0009133,36,929,11,20210407,192600.33,3091.72,,12,Active
9134,C-0009134,8,491,17,20220205,193683.94,1902.73,3228.07,60,Completed
9135,C-0009135,8,25,11,20210915,245184.9,5082.39,,120,Active
9136,C-0009136,48,329,6,20231130,42565.89,1429.58,354.72,120,Active
9137,C-0009137,10,533,11,20240610,189965.54,3507.95,,12,Active
9138,C-0009138,1,616,1,20210915,285934.08,16365.96,1588.52,180,Active
9139,C-0009139,34,1471,10,20260629,15159.43,626.71,50.53,300,Active
9140,C-0009140,17,82,2,20220807,353380.97,17048.55,2944.84,120,Completed
9141,C-0009141,34,382,3,20210818,357688.74,14568.12,1987.16,180,Active
9142,C-0009142,11,465,6,20210716,70567.84,2896.37,235.23,300,Active
9143,C-0009143,42,851,16,20261030,31440.11,751.36,,120,Active
9144,C-0009144,21,1139,18,20261020,145840.37,1439.61,810.22,180,Active
9145,C-0009145,10,1365,5,20200909,99209.7,3565.47,551.16,180,Active
9146,C-0009146,21,1016,5,20220223,36488.33,1537.65,304.07,120,Active
9147,C-0009147,9,1012,17,20200806,760919.24,7548.4,2536.4,300,Active
9148,C-0009148,25,1456,3,20250826,107374.06,4411.46,298.26,360,Active
9149,C-0009149,2,1145,20,20230617,420003.02,4762.27,1166.68,360,Active
9150,C-0009150,35,1265,10,20240718,19517.77,784.46,81.32,240,Active
9151,C-0009151,43,1201,7,20240823,68128.71,2420.12,378.49,180,Completed
9152,C-0009152,11,249,6,20200606,9324.67,306.05,51.8,180,Active
9153,C-0009153,38,1296,4,20200814,65068.14,3668.13,271.12,240,Completed
9154,C-0009154,14,1073,19,20230105,608555.12,5421.35,10142.59,60,Active
9155,C-0009155,49,1380,10,20241105,88347.87,3131.32,490.82,180,Active
9156,C-0009156,3,571,9,20200910,93048.16,3703.54,1550.8,60,Active
9157,C-0009157,1,512,18,20240719,742805.95,8431.44,12380.1,60,Cancelled
9158,C-0009158,19,53,3,20210805,176473.78,10020.45,490.2,360,Active
9159,C-0009159,8,227,15,20230913,188892.13,4015.78,,24,Active
9160,C-0009160,42,164,14,20201002,154048.02,2805.61,,120,Active
9161,C-0009161,11,1,5,20220818,15139.98,703.25,252.33,60,Completed
9162,C-0009162,2,142,9,20240904,140125.45,4626.88,778.47,180,Active
9163,C-0009163,23,38,14,20240327,183415.8,4368.21,,12,Active
9164,C-0009164,38,178,16,20200708,186006.15,4329.6,,60,Active
9165,C-0009165,43,456,8,20251127,16155.14,574.58,134.63,120,Active
9166,C-0009166,46,317,8,20250616,92654.69,4291.21,308.85,300,Active
9167,C-0009167,35,343,20,20250529,694913.7,6232.55,1930.32,360,Active
9168,C-0009168,15,1171,9,20200828,126373.64,4254.56,421.25,300,Active
9169,C-0009169,13,12,6,20231024,69355.63,3212.17,288.98,240,Active
9170,C-0009170,38,83,9,20200131,132242.15,4726.35,734.68,180,Active
9171,C-0009171,31,1453,12,20211118,206169.24,4390.08,,12,Completed
9172,C-0009172,5,1008,13,20210107,167980.58,3296.91,,36,Active
9173,C-0009173,9,417,11,20240614,189334.38,3267.22,,12,Active
9174,C-0009174,42,402,11,20200112,109981.12,1987.14,,36,Active
9175,C-0009175,12,521,12,20260824,154994.08,2751.14,,120,Active
9176,C-0009176,15,634,19,20210528,214918.51,2545.27,716.4,300,Active
9177,C-0009177,42,1332,10,20200423,58578.07,2272.49,976.3,60,Active
9178,C-0009178,44,555,11,20200218,138248.41,3242.73,,36,Active
9179,C-0009179,26,137,14,20220427,209902.19,3864.54,,60,Active
9180,C-0009180,1,281,19,20230906,206544.22,1843.9,3442.4,60,Active
9181,C-0009181,19,608,9,20220428,88827.24,3777.79,296.09,300,Completed
9182,C-0009182,44,1389,2,20230810,200618.08,11400.08,1671.82,120,Completed
9183,C-0009183,48,561,1,20211116,94569.59,4705.54,315.23,300,Cancelled
9184,C-0009184,31,1087,1,20261210,44627.34,2574.16,247.93,180,Active
9185,C-0009185,17,1248,16,20220821,119571.54,1961.35,,60,Active
9186,C-0009186,42,833,5,20251024,126087.32,4266.79,525.36,240,Active
9187,C-0009187,42,930,6,20260921,105786.92,4117.16,440.78,240,Active
9188,C-0009188,31,385,10,20251222,77502.58,3641.99,258.34,300,Active
9189,C-0009189,6,647,5,20201119,121735.65,5192.62,338.15,360,Cancelled
9190,C-0009190,42,586,13,20231031,10266.4,220.79,,60,Active
9191,C-0009191,5,756,11,20220223,133456.88,3197.76,,12,Active
9192,C-0009192,16,977,3,20241001,88249.18,5268.47,367.7,240,Active
9193,C-0009193,10,9,9,20250828,79096.85,2579.1,1318.28,60,Active
9194,C-0009194,32,1070,17,20250603,445923.67,4715.02,7432.06,60,Completed
9195,C-0009195,10,1358,3,20260309,201884.03,10999.03,1682.37,120,Active
9196,C-0009196,26,927,2,20210810,247311.76,10408.02,1373.95,180,Active
9197,C-0009197,3,185,5,20230306,31715.71,1371.47,132.15,240,Active
9198,C-0009198,38,1067,5,20250616,62031.46,2936.78,172.31,360,Active
9199,C-0009199,6,279,2,20211127,367225.76,19198.56,1020.07,360,Active
9200,C-0009200,30,162,18,20241204,231865.32,2430.8,3864.42,60,Active
9201,C-0009201,32,1047,11,20220614,102566.43,2218.11,,24,Active
9202,C-0009202,42,596,5,20231127,107542.09,4672.88,298.73,360,Active
9203,C-0009203,14,1321,15,20240215,21717.42,415.93,,24,Active
9204,C-0009204,3,231,20,20230828,207736.13,1863.63,865.57,240,Completed
9205,C-0009205,8,895,16,20240219,67037.43,1560.48,,24,Active
9206,C-0009206,39,1087,16,20201008,199982.73,3586.51,,12,Completed
9207,C-0009207,48,761,12,20261029,217368.98,4254.75,,60,Active
9208,C-0009208,23,1246,2,20231204,74053.73,3719.9,411.41,180,Active
9209,C-0009209,16,1048,10,20221110,21966.92,732.62,91.53,240,Active
9210,C-0009210,45,457,20,20260317,118974.3,1118.39,1982.9,60,Active
9211,C-0009211,43,1483,12,20220711,57037.84,1059.83,,120,Active
9212,C-0009212,49,665,6,20250918,6603.22,304.65,18.34,360,Active
9213,C-0009213,1,1242,14,20210318,177729.16,4209.54,,24,Active
9214,C-0009214,30,950,12,20250813,142827.79,3209.55,,120,Active
9215,C-0009215,7,175,3,20241203,36224.91,1960.61,603.75,60,Active
9216,C-0009216,11,512,1,20220627,105103.59,4545.13,291.95,360,Active
9217,C-0009217,22,426,7,20250924,104762.28,4560.52,582.01,180,Active
9218,C-0009218,35,1444,11,20220308,100979.62,2254.45,,60,Active
9219,C-0009219,11,514,6,20220315,16714.73,640.63,55.72,300,Cancelled
9220,C-0009220,45,999,6,20201231,29314.5,1388.26,97.72,300,Active
9221,C-0009221,49,1473,18,20200506,671705.54,5958.77,2798.77,240,Cancelled
9222,C-0009222,13,1189,13,20260123,175055.76,3914.88,,120,Active
9223,C-0009223,5,1286,4,20260116,154215.06,6263.75,642.56,240,Cancelled
9224,C-0009224,13,1416,17,20260107,679454.97,6556.03,3774.75,180,Active
9225,C-0009225,46,412,18,20240517,353442.62,3761.42,1963.57,180,Active
9226,C-0009226,16,558,20,20210120,219453.97,1956.15,1219.19,180,Active
9227,C-0009227,11,1468,20,20250205,332057.82,3592.08,1844.77,180,Active
9228,C-0009228,38,838,1,20201109,40073.51,2253.96,222.63,180,Active
9229,C-0009229,14,1385,15,20210417,165190.95,3692.46,,120,Active
9230,C-0009230,11,1072,20,20260610,556527.92,5983.92,1855.09,300,Active
9231,C-0009231,37,23,17,20200921,532544.83,5458.69,2218.94,240,Active
9232,C-0009232,3,656,13,20220307,143395.28,2997.48,,12,Active
9233,C-0009233,10,1152,6,20210331,112216.9,4700.73,623.43,180,Active
9234,C-0009234,6,325,17,20220818,723831.02,6238.21,4021.28,180,Completed
9235,C-0009235,32,322,20,20240328,145916.18,1545.71,1215.97,120,Completed
9236,C-0009236,40,808,4,20221230,110873.76,5800.29,1847.9,60,Active
9237,C-0009237,25,99,5,20201027,89988.72,3209.14,374.95,240,Active
9238,C-0009238,48,428,2,20220309,132420.16,7057.17,367.83,360,Completed
9239,C-0009239,36,234,16,20210527,105594.93,2251.15,,120,Active
9240,C-0009240,21,46,16,20211101,211016.41,3741.85,,60,Completed
9241,C-0009241,39,868,9,20250811,124500.83,4285.69,345.84,360,Active
9242,C-0009242,49,1216,16,20241021,186283.21,3604.33,,36,Active
9243,C-0009243,21,242,3,20220408,322339.51,13728.12,1074.47,300,Active
9244,C-0009244,1,1324,9,20260914,122825.98,4169.63,511.77,240,Active
9245,C-0009245,5,833,2,20260120,255943.75,14428.0,2132.86,120,Active
9246,C-0009246,19,18,20,20241211,706227.12,6140.02,5885.23,120,Completed
9247,C-0009247,46,1020,17,20220124,687552.2,6310.85,11459.2,60,Active
9248,C-0009248,16,299,8,20220330,43423.56,1445.11,361.86,120,Completed
9249,C-0009249,9,1167,17,20201014,449780.8,4152.8,7496.35,60,Active
9250,C-0009250,14,1201,5,20260914,27017.95,1047.42,450.3,60,Completed
9251,C-0009251,22,1026,19,20250410,172413.29,2064.42,718.39,240,Active
9252,C-0009252,5,285,7,20240417,136366.35,5480.71,757.59,180,Active
9253,C-0009253,48,62,13,20220406,176207.41,4024.29,,120,Cancelled
9254,C-0009254,47,607,1,20260728,253270.43,12109.7,4221.17,60,Active
9255,C-0009255,40,1099,11,20220513,7723.43,152.85,,12,Active
9256,C-0009256,43,1371,15,20241109,115934.2,2077.49,,36,Active
9257,C-0009257,46,500,19,20261225,786335.0,8829.65,2184.26,360,Completed
9258,C-0009258,16,404,6,20251217,98520.18,4223.55,273.67,360,Active
9259,C-0009259,21,499,1,20210712,169427.59,9321.32,941.26,180,Active
9260,C-0009260,6,1360,1,20260522,81042.3,4703.54,337.68,240,Active
9261,C-0009261,17,634,18,20231113,103346.34,1151.45,430.61,240,Cancelled
9262,C-0009262,37,1224,14,20210311,203022.42,4534.59,,60,Active
9263,C-0009263,35,109,17,20250306,349692.79,3239.57,2914.11,120,Active
9264,C-0009264,36,25,7,20250703,66055.74,2531.7,550.46,120,Active
9265,C-0009265,7,685,11,20211129,85529.21,1612.9,,36,Active
9266,C-0009266,30,156,9,20261022,30507.75,1083.95,101.69,300,Active
9267,C-0009267,40,349,20,20210201,313427.51,2789.2,870.63,360,Active
9268,C-0009268,45,19,17,20261028,145003.34,1572.47,2416.72,60,Active
9269,C-0009269,21,350,19,20240905,117401.81,955.53,652.23,180,Active
9270,C-0009270,3,1329,10,20250326,143246.76,5739.12,397.91,360,Active
9271,C-0009271,7,1186,13,20230608,175665.8,4088.31,,36,Active
9272,C-0009272,30,762,7,20251117,47295.45,1719.85,262.75,180,Active
9273,C-0009273,39,519,16,20220701,105583.57,1804.29,,36,Active
9274,C-0009274,6,786,5,20200225,11952.85,390.8,33.2,360,Cancelled
9275,C-0009275,35,939,14,20260223,130561.64,2793.56,,60,Active
9276,C-0009276,34,823,4,20210924,241954.7,9908.71,806.52,300,Active
9277,C-0009277,44,609,12,20250124,208566.46,4444.08,,60,Active
9278,C-0009278,32,189,20,20200821,232607.2,2217.16,969.2,240,Active
9279,C-0009279,15,1145,12,20221013,52301.57,911.7,,120,Completed
9280,C-0009280,42,412,19,20260309,555255.92,5633.34,1542.38,360,Active
9281,C-0009281,45,269,15,20230508,86313.18,1913.82,,60,Cancelled
9282,C-0009282,38,777,7,20201230,16278.84,746.79,90.44,180,Active
9283,C-0009283,17,975,3,20240830,390576.88,22293.25,1301.92,300,Cancelled
9284,C-0009284,32,1199,18,20211027,335236.13,3535.43,5587.27,60,Active
9285,C-0009285,14,836,20,20220204,248516.11,2072.37,2070.97,120,Active
9286,C-0009286,27,1175,6,20221018,98784.06,4019.65,1646.4,60,Active
9287,C-0009287,34,630,1,20200114,170958.5,9434.79,949.77,180,Active
9288,C-0009288,30,1,1,20220405,105002.49,4862.92,1750.04,60,Active
9289,C-0009289,47,130,2,20260528,125496.5,6225.68,522.9,240,Active
9290,C-0009290,50,486,16,20220713,182975.48,3185.78,,60,Active
9291,C-0009291,30,712,17,20210625,350438.39,3158.46,1168.13,300,Completed
9292,C-0009292,20,966,19,20200728,558338.61,4603.91,3101.88,180,Active
9293,C-0009293,31,1000,9,20211223,132453.91,4442.45,441.51,300,Active
9294,C-0009294,7,1347,19,20240730,533659.9,4523.28,2964.78,180,Active
9295,C-0009295,26,1098,18,20210805,108231.69,988.88,901.93,120,Active
9296,C-0009296,3,1479,4,20230215,20716.28,1001.35,86.32,240,Active
9297,C-0009297,15,40,8,20200320,135970.09,5843.29,755.39,180,Completed
9298,C-0009298,10,983,15,20211207,159893.5,2917.46,,36,Active
9299,C-0009299,13,122,3,20240405,395789.37,20085.65,3298.24,120,Active
9300,C-0009300,39,1007,17,20260213,138343.64,1524.38,2305.73,60,Active
9301,C-0009301,30,37,7,20200303,70820.97,2603.13,590.17,120,Active
9302,C-0009302,23,1401,14,20250408,158878.53,3474.28,,36,Active
9303,C-0009303,9,61,17,20220906,498859.66,5307.68,2771.44,180,Completed
9304,C-0009304,47,64,10,20251117,82722.71,3251.95,689.36,120,Completed
9305,C-0009305,25,652,5,20210115,55560.96,1951.26,231.5,240,Active
9306,C-0009306,4,479,7,20200122,122504.92,4482.9,408.35,300,Cancelled
9307,C-0009307,5,1234,4,20220517,150762.32,8372.04,628.18,240,Active
9308,C-0009308,21,218,15,20231030,39545.88,821.76,,36,Active
9309,C-0009309,37,410,15,20251114,19362.34,426.66,,24,Active
9310,C-0009310,34,819,3,20220728,118891.75,5342.48,660.51,180,Active
9311,C-0009311,50,1490,18,20230317,647199.69,6013.24,3595.55,180,Active
9312,C-0009312,37,800,14,20260717,242575.1,5483.82,,36,Active
9313,C-0009313,43,978,1,20220929,367396.74,16055.43,1020.55,360,Active
9314,C-0009314,6,985,9,20210211,34059.54,1521.99,189.22,180,Active
9315,C-0009315,37,673,12,20200226,91885.54,1685.39,,120,Active
9316,C-0009316,6,21,19,20260708,509642.6,6101.8,1698.81,300,Active
